"corre","n","k","X..i.."
"1105",0.2,50,4,0.443333333333333
"1106",0.25,50,4,0.460333333333333
"1107",0.3,50,4,0.286666666666667
"1108",0.35,50,4,0.548
"1109",0.4,50,4,0.564333333333333
"1110",0.45,50,4,0.347666666666667
"1111",0.5,50,4,0.681666666666667
"1112",0.55,50,4,0.688666666666667
"1113",0.6,50,4,0.433333333333333
"1114",0.65,50,4,0.770666666666667
"1115",0.7,50,4,0.783333333333333
"1116",0.75,50,4,0.502666666666667
"1117",0.8,50,4,0.858
"1118",0.85,50,4,0.866
"1119",0.9,50,4,0.605333333333333
"1120",0.95,50,4,0.918666666666667
"1121",0,8,5,0.922666666666667
"1122",0.05,8,5,0.690666666666667
"1123",0.1,8,5,0.967
"1124",0.15,8,5,0.970666666666667
"1125",0.2,8,5,0.781333333333333
"1126",0.25,8,5,0.988
"1127",0.3,8,5,0.988666666666667
"1128",0.35,8,5,0.86
"1129",0.4,8,5,0.996666666666667
"1130",0.45,8,5,0.997
"1131",0.5,8,5,0.93
"1132",0.55,8,5,0.999666666666667
"1133",0.6,8,5,0.999666666666667
"1134",0.65,8,5,0.965666666666667
"1135",0.7,8,5,1
"1136",0.75,8,5,1
"1137",0.8,8,5,0.992333333333333
"1138",0.85,8,5,1
"1139",0.9,8,5,1
"1140",0.95,8,5,1
"1141",0,15,5,0.0446666666666667
"1142",0.05,15,5,0.046
"1143",0.1,15,5,0.0483333333333333
"1144",0.15,15,5,0.061
"1145",0.2,15,5,0.061
"1146",0.25,15,5,0.0476666666666667
"1147",0.3,15,5,0.1
"1148",0.35,15,5,0.102666666666667
"1149",0.4,15,5,0.0726666666666667
"1150",0.45,15,5,0.168333333333333
"1151",0.5,15,5,0.168
"1152",0.55,15,5,0.107
"1153",0.6,15,5,0.267333333333333
"1154",0.65,15,5,0.267333333333333
"1155",0.7,15,5,0.144666666666667
"1156",0.75,15,5,0.377
"1157",0.8,15,5,0.379333333333333
"1158",0.85,15,5,0.202
"1159",0.9,15,5,0.523333333333333
"1160",0.95,15,5,0.529666666666667
"1161",0,25,5,0.282666666666667
"1162",0.05,25,5,0.665
"1163",0.1,25,5,0.667333333333333
"1164",0.15,25,5,0.376666666666667
"1165",0.2,25,5,0.786666666666667
"1166",0.25,25,5,0.784666666666667
"1167",0.3,25,5,0.462333333333333
"1168",0.35,25,5,0.897
"1169",0.4,25,5,0.897666666666667
"1170",0.45,25,5,0.575666666666667
"1171",0.5,25,5,0.941
"1172",0.55,25,5,0.946
"1173",0.6,25,5,0.673333333333333
"1174",0.65,25,5,0.979
"1175",0.7,25,5,0.979
"1176",0.75,25,5,0.766
"1177",0.8,25,5,0.992666666666667
"1178",0.85,25,5,0.993333333333333
"1179",0.9,25,5,0.838
"1180",0.95,25,5,0.999333333333333
"1181",0,50,5,0.999333333333333
"1182",0.05,50,5,0.9
"1183",0.1,50,5,1
"1184",0.15,50,5,1
"1185",0.2,50,5,0.953
"1186",0.25,50,5,1
"1187",0.3,50,5,1
"1188",0.35,50,5,0.98
"1189",0.4,50,5,1
"1190",0.45,50,5,1
"1191",0.5,50,5,0.996666666666667
"1192",0.55,50,5,1
"1193",0.6,50,5,1
"1194",0.65,50,5,0.998
"1195",0.7,50,5,1
"1196",0.75,50,5,1
"1197",0.8,50,5,1
"1198",0.85,50,5,1
"1199",0.9,50,5,1
"1200",0.95,50,5,1
